,2,6,10,14,18,22,26
12,,,,,,,
13,,,,,,,
14,,,,,,,
15,,,,,,,
16,,,,,,,
17,,,,,,,
0,0.8315789473684211,0.8315789473684211,0.8315789473684211,0.8315789473684211,0.8315789473684211,0.8315789473684211,0.8315789473684211
0,0.8083832335329342,0.8083832335329342,0.8083832335329342,0.8083832335329342,0.8083832335329342,0.8083832335329342,0.8083832335329342
0,0.8321678321678322,0.8321678321678322,0.8321678321678322,0.8321678321678322,0.8321678321678322,0.8321678321678322,0.8321678321678322
0,0.8319327731092437,0.8319327731092437,0.8319327731092437,0.8319327731092437,0.8319327731092437,0.8319327731092437,0.8319327731092437
0,0.8,0.8,0.8,0.8,0.8,0.8,0.8
0,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666
